Area_Type,Area,Area_Name,SOC,Occupational_Title,Employment,Mean_Wage,Median_Wage,Entry_Wage,Experienced_Wage
10,5,Long Island Region,11-9151,Social and Community Service Managers,1190,87880,83690,59210,102220
10,5,Long Island Region,21-1022,Healthcare Social Workers,1570,59870,62060,37160,71230
10,10,Western New York Region,29-1124,Radiation Therapists,70,81970,74530,56130,94890
10,7,New York City Region,27-1029," Designers, All Other",250,90900,78840,50890,110900
10,7,New York City Region,31-0000,Healthcare Support Occupations,220340,29960,25600,24960,33380
10,8,North Country Region,45-2091,Agricultural Equipment Operators,20,32520,34800,23490,37040
1,36,New York State,49-9043," Maintenance Workers, Machinery",3430,52430,49840,33660,61820
10,3,Finger Lakes Region,41-0000,Sales and Related Occupations,56440,40400,25730,21632,49820
10,10,Western New York Region,43-6012,Legal Secretaries,1120,45580,43250,33980,51380
10,7,New York City Region,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",,28490,29050,24960,32360
10,6,Mohawk Valley Region,47-2121,Glaziers,,45690,35900,29650,53720
10,8,North Country Region,37-0000,Building and Grounds Cleaning and Maintenance Occupations,5600,30380,27600,22290,34420
10,7,New York City Region,47-4021,Elevator Installers and Repairers,3690,84230,86170,52180,100260
10,7,New York City Region,17-3022,Civil Engineering Technicians,620,65820,63380,48750,74350
10,7,New York City Region,39-3091,Amusement and Recreation Attendants,4030,27480,24960,24960,30150
10,8,North Country Region,21-0000,Community and Social Service Occupations,3630,48220,45870,30050,57310
10,5,Long Island Region,43-3061,Procurement Clerks,620,47860,47730,34720,54430
10,2,Central New York Region,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,,38910,37140,28300,44220
10,3,Finger Lakes Region,17-3025,Environmental Engineering Technicians,100,40620,35820,27490,47180
10,3,Finger Lakes Region,43-4111," Interviewers, Except Eligibility and Loan",1240,31710,30700,26310,34420
10,4,Hudson Valley Region,11-9033," Education Administrators, Postsecondary",790,114730,97720,62470,140860
10,6,Mohawk Valley Region,15-1151,Computer User Support Specialists,600,46810,44500,32800,53820
1,36,New York State,29-2035,Magnetic Resonance Imaging Technologists,2140,80150,81260,63800,88330
10,7,New York City Region,31-2021,Physical Therapist Assistants,1160,58050,58940,40710,66730
10,9,Southern Tier Region,29-2041,Emergency Medical Technicians and Paramedics,700,35460,34560,26210,40080
10,10,Western New York Region,43-5081,Stock Clerks and Order Fillers,8970,27570,24080,21680,30510
10,3,Finger Lakes Region,43-5061," Production, Planning, and Expediting Clerks",2500,46930,43500,32040,54370
10,5,Long Island Region,29-2052,Pharmacy Technicians,2620,34010,31080,23240,39400
10,4,Hudson Valley Region,35-2015," Cooks, Short Order",,28430,26430,21960,31660
10,10,Western New York Region,43-9011,Computer Operators,180,44440,44330,30300,51510
10,1,Capital Region,43-5081,Stock Clerks and Order Fillers,5580,28550,25380,22060,31790
10,5,Long Island Region,15-1133," Software Developers, Systems Software",2480,116020,116960,73190,137440
10,6,Mohawk Valley Region,11-9041,Architectural and Engineering Managers,,139530,128000,103190,157700
10,4,Hudson Valley Region,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,64270,70020,37930,77440
10,6,Mohawk Valley Region,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",,55140,59940,44770,60330
1,36,New York State,13-2099," Financial Specialists, All Other",4110,107250,92560,56400,132680
10,2,Central New York Region,29-2099," Health Technologists and Technicians, All Other",220,53650,54220,36930,62020
10,5,Long Island Region,39-3031," Ushers, Lobby Attendants, and Ticket Takers",1080,25390,22880,22880,27610
1,36,New York State,11-3111,Compensation and Benefits Managers,1550,160360,143160,98610,191240
10,8,North Country Region,19-4031,Chemical Technicians,70,36830,31970,28190,41150
10,9,Southern Tier Region,43-4081," Hotel, Motel, and Resort Desk Clerks",360,24680,23630,22340,25850
10,6,Mohawk Valley Region,35-3041," Food Servers, Nonrestaurant",840,22650,21632,21632,23570
10,6,Mohawk Valley Region,53-6031,Automotive and Watercraft Service Attendants,,23920,21632,21632,25440
10,7,New York City Region,53-3099," Motor Vehicle Operators, All Other",1600,36260,35120,24960,42960
1,36,New York State,41-9099," Sales and Related Workers, All Other",2440,39440,31470,22470,47930
10,10,Western New York Region,25-1199,"Postsecondary Teachers, All Other",490,61960,55960,38020,73930
10,2,Central New York Region,53-3022," Bus Drivers, School or Special Client",2300,42280,42500,27720,49560
10,10,Western New York Region,51-4192," Layout Workers, Metal and Plastic",,44600,40630,30660,51570
10,6,Mohawk Valley Region,29-2081," Opticians, Dispensing",90,46240,42630,33110,52800
10,3,Finger Lakes Region,49-2011,"Computer, Automated Teller, and Office Machine Repairers",520,42340,40630,26530,50240
10,7,New York City Region,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,35000,30710,27860,38570
10,10,Western New York Region,31-0000,Healthcare Support Occupations,17690,32450,30740,24090,36620
1,36,New York State,25-2054," Special Education Teachers, Secondary School",16880,86930,78300,53580,103600
10,2,Central New York Region,29-1041,Optometrists,80,120070,112150,93030,133590
10,8,North Country Region,29-2055,Surgical Technologists,70,47940,46670,37930,52940
10,1,Capital Region,29-2041,Emergency Medical Technicians and Paramedics,1380,39920,39520,29520,45120
10,6,Mohawk Valley Region,29-1066,Psychiatrists,,190890,176720,108850,231910
10,5,Long Island Region,29-1071,Physician Assistants,2400,115330,118930,89860,128060
10,2,Central New York Region,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",60,39820,41650,27600,45930
10,7,New York City Region,51-6093,Upholsterers,600,43650,39710,24960,53060
1,36,New York State,27-4032,Film and Video Editors,4590,85820,73660,41360,108040
10,2,Central New York Region,13-2053,Insurance Underwriters,250,87200,83720,58970,101310
1,36,New York State,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",280,42870,42860,28740,49940
10,3,Finger Lakes Region,39-9031,Fitness Trainers and Aerobics Instructors,1320,44400,36390,24320,54450
10,10,Western New York Region,23-1012,Judicial Law Clerks,,109690,122510,59490,134790
10,4,Hudson Valley Region,25-1126," Philosophy and Religion Teachers, Postsecondary",240,80130,65480,46510,96940
10,6,Mohawk Valley Region,29-2071,Medical Records and Health Information Technicians,400,37370,35250,26990,42570
10,2,Central New York Region,39-5094,Skincare Specialists,100,33710,35140,22890,39120
10,9,Southern Tier Region,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",540,51320,46350,30820,61570
10,5,Long Island Region,33-3011,Bailiffs,460,71220,73550,64470,74600
10,9,Southern Tier Region,47-2132," Insulation Workers, Mechanical",,35370,32130,28730,38690
10,8,North Country Region,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,500,21860,21632,21632,22380
10,1,Capital Region,19-3031," Clinical, Counseling, and School Psychologists",590,86170,81960,56120,101200
10,5,Long Island Region,53-3099," Motor Vehicle Operators, All Other",,33810,29440,22880,39290
10,1,Capital Region,11-3121,Human Resources Managers,700,110890,100610,71660,130510
10,3,Finger Lakes Region,11-9199," Managers, All Other",650,87450,80090,43360,109490
10,5,Long Island Region,49-9099,"Installation, Maintenance, and Repair Workers, All Other",1550,42320,39190,29400,48780
10,6,Mohawk Valley Region,35-0000,Food Preparation and Serving Related Occupations,18500,26820,23070,21632,29740
10,10,Western New York Region,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",190,33910,33010,26470,37630
10,6,Mohawk Valley Region,25-1199,"Postsecondary Teachers, All Other",100,55030,50700,34430,65330
10,4,Hudson Valley Region,27-3011,Radio and Television Announcers,,43820,33210,26360,52550
10,3,Finger Lakes Region,53-3021," Bus Drivers, Transit and Intercity",460,49960,54530,34450,57710
10,9,Southern Tier Region,43-5052,Postal Service Mail Carriers,730,50840,53160,36790,57860
10,7,New York City Region,19-3011,Economists,540,140020,112330,72370,173850
10,9,Southern Tier Region,51-3093,Food Cooking Machine Operators and Tenders,,38360,37810,29300,42890
1,36,New York State,17-3013,Mechanical Drafters,3280,58600,57570,38860,68480
10,5,Long Island Region,29-1122,Occupational Therapists,1470,87470,83170,65180,98610
10,3,Finger Lakes Region,15-1132," Software Developers, Applications",2490,84760,83340,58190,98040
10,10,Western New York Region,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",120,39110,40040,32180,42570
10,8,North Country Region,25-9011,Audio-Visual and Multimedia Collections Specialists,20,52000,46750,43020,56500
10,1,Capital Region,29-2081," Opticians, Dispensing",250,55990,55850,38740,64620
10,1,Capital Region,15-1142,Network and Computer Systems Administrators,1560,79020,78890,54320,91370
10,5,Long Island Region,17-3026,Industrial Engineering Technicians,200,56600,56950,38380,65700
10,9,Southern Tier Region,37-2012,Maids and Housekeeping Cleaners,1470,23940,22490,21632,25440
10,6,Mohawk Valley Region,43-9011,Computer Operators,50,40140,39710,30120,45150
10,10,Western New York Region,53-7081,Refuse and Recyclable Material Collectors,350,40270,38190,27600,46600
10,4,Hudson Valley Region,29-2032,Diagnostic Medical Sonographers,480,79440,78240,65500,86420
10,1,Capital Region,29-1126,Respiratory Therapists,460,62740,62440,51100,68560
10,3,Finger Lakes Region,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",500,32450,28910,23270,37030
10,9,Southern Tier Region,51-9191,Adhesive Bonding Machine Operators and Tenders,60,35840,35740,28540,39480
10,9,Southern Tier Region,13-2031,Budget Analysts,170,72050,70180,55650,80250
1,36,New York State,25-1061,"Anthropology and Archeology Teachers, Postsecondary",1040,112320,100730,54990,140980
10,4,Hudson Valley Region,41-1012,First-Line Supervisors of Non-Retail Sales Workers,1450,105400,91630,56010,130100
10,10,Western New York Region,25-1121," Art, Drama, and Music Teachers, Postsecondary",,80120,64490,35550,102410
1,36,New York State,39-2021,Nonfarm Animal Caretakers,13230,28630,24950,21830,32030
10,4,Hudson Valley Region,53-1011,Aircraft Cargo Handling Supervisors,,51700,44050,37430,58840
1,36,New York State,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",640,42800,40060,27460,50470
10,9,Southern Tier Region,19-4021,Biological Technicians,180,45280,44280,33900,50970
10,3,Finger Lakes Region,11-3031,Financial Managers,1360,155400,140480,87400,189400
10,4,Hudson Valley Region,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",,39380,32760,24300,46920
10,10,Western New York Region,41-9022,Real Estate Sales Agents,170,81070,72130,43520,99840
10,1,Capital Region,13-2072,Loan Officers,620,72430,56550,34900,91200
10,7,New York City Region,51-1011,First-Line Supervisors of Production and Operating Workers,5720,72710,67220,36670,90720
10,3,Finger Lakes Region,21-1018,"Substance abuse, behavioral disorder, and mental health counselors¿(OES-specific code and title)",1010,39700,37810,25370,46860
10,4,Hudson Valley Region,19-3051,Urban and Regional Planners,200,84170,82030,51340,100580
10,8,North Country Region,11-9151,Social and Community Service Managers,270,71140,66650,52150,80640
10,6,Mohawk Valley Region,13-2099," Financial Specialists, All Other",150,72270,65010,40570,88120
10,4,Hudson Valley Region,29-1181,Audiologists,,85140,83890,73150,91130
10,7,New York City Region,15-1151,Computer User Support Specialists,21940,64570,60180,40650,76530
10,10,Western New York Region,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",9140,31600,28820,22740,36030
10,2,Central New York Region,17-3012,Electrical and Electronics Drafters,110,62490,61020,44200,71630
10,7,New York City Region,11-2011,Advertising and Promotions Managers,5290,182060,164800,97030,224580
10,3,Finger Lakes Region,15-2031,Operations Research Analysts,140,78790,77290,51380,92500
10,3,Finger Lakes Region,31-2012,Occupational Therapy Aides,,44580,46980,32160,50790
10,2,Central New York Region,29-1123,Physical Therapists,760,80110,77030,60920,89710
10,9,Southern Tier Region,31-9011,Massage Therapists,100,47820,36520,23090,60190
10,6,Mohawk Valley Region,41-9021,Real Estate Brokers,,70680,60580,51210,80410
10,4,Hudson Valley Region,25-1061,"Anthropology and Archeology Teachers, Postsecondary",,85380,76620,54440,100850
10,8,North Country Region,49-9043," Maintenance Workers, Machinery",130,50120,51510,40000,55170
10,9,Southern Tier Region,49-9052,Telecommunications Line Installers and Repairers,90,66840,63250,35600,82460
10,3,Finger Lakes Region,51-9031," Cutters and Trimmers, Hand",60,29580,27340,22900,32920
10,3,Finger Lakes Region,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",230,50510,45680,33420,59050
10,4,Hudson Valley Region,11-3071,"Transportation, Storage, and Distribution Managers",350,121950,117380,80700,142570
10,10,Western New York Region,43-4111," Interviewers, Except Eligibility and Loan",1100,34460,34830,23860,39760
10,2,Central New York Region,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",330,39200,40300,26110,45750
10,1,Capital Region,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,720,45570,43800,30740,52980
10,2,Central New York Region,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",250,23970,21632,21632,25540
10,1,Capital Region,29-1141,Registered Nurses,12020,67440,66460,52690,74810
10,4,Hudson Valley Region,41-3031,"Securities, Commodities, and Financial Services Sales Agents",2560,106440,67530,37870,140730
10,2,Central New York Region,39-3092,Costume Attendants,,34200,30690,28290,37160
10,2,Central New York Region,17-2081,Environmental Engineers,320,85420,79420,59920,98170
10,9,Southern Tier Region,47-1011,Supervisors of Construction and Extraction Workers,690,64740,62680,48280,72970
10,8,North Country Region,13-2051,Financial Analysts,70,62310,60730,49920,68510
1,36,New York State,19-3022,Survey Researchers,750,70640,72290,43940,83990
10,5,Long Island Region,49-3093,Tire Repairers and Changers,270,30480,27700,22880,34850
10,4,Hudson Valley Region,33-2021,Fire Inspectors and Investigators,100,63860,60930,40930,75320
10,3,Finger Lakes Region,29-2010,Clinical Laboratory Technologists and Technicians,1860,47300,47600,27480,57210
10,2,Central New York Region,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,420,49240,49020,32830,57450
10,3,Finger Lakes Region,53-3031,Driver/Sales Workers,1120,32800,25800,22500,37950
10,5,Long Island Region,25-1125," History Teachers, Postsecondary",160,75710,73360,42020,92550
10,10,Western New York Region,51-9071,Jewelers and Precious Stone and Metal Workers,90,61660,52400,31110,76940
10,4,Hudson Valley Region,25-1122," Communications Teachers, Postsecondary",270,103980,86520,52240,129850
10,8,North Country Region,13-1131,Fundraisers,70,55640,51240,40390,63260
10,1,Capital Region,25-1121," Art, Drama, and Music Teachers, Postsecondary",490,74900,63670,44960,89870
10,9,Southern Tier Region,29-1127,Speech-Language Pathologists,300,77030,70220,54570,88260
10,10,Western New York Region,53-5031,Ship Engineers,80,90360,78510,47860,111610
10,10,Western New York Region,21-1022,Healthcare Social Workers,780,51500,51190,37230,58640
10,3,Finger Lakes Region,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",6790,30680,26970,22620,34720
10,7,New York City Region,51-5113,Print Binding and Finishing Workers,310,43980,44710,26570,52690
1,36,New York State,15-1133," Software Developers, Systems Software",20710,117280,113470,74750,138550
10,2,Central New York Region,51-9198,Helpers--Production Workers,350,33430,31110,23470,38410
10,1,Capital Region,25-1081," Education Teachers, Postsecondary",370,68160,53900,38570,82950
1,36,New York State,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",28970,25270,23160,21632,27290
10,5,Long Island Region,29-1062,Family and General Practitioners,410,225090,196540,141520,266870
10,7,New York City Region,35-9021,Dishwashers,15060,26870,24960,24960,29780
1,36,New York State,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",710,39670,40410,28990,45010
10,6,Mohawk Valley Region,15-1143,Computer Network Architects,80,91750,81760,59340,107960
1,36,New York State,51-9071,Jewelers and Precious Stone and Metal Workers,4580,51020,44850,25310,63870
10,6,Mohawk Valley Region,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",60,74750,80620,48040,88100
10,3,Finger Lakes Region,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",13180,23120,22200,21632,24140
1,36,New York State,49-3043,Rail Car Repairers,1790,73040,73150,56580,81270
10,2,Central New York Region,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",80,41870,41560,23690,50950
10,4,Hudson Valley Region,43-3071,Tellers,3030,30770,29920,25530,33380
1,36,New York State,11-3051,Industrial Production Managers,4700,135940,124270,80980,163420
10,1,Capital Region,47-5042,Mine Cutting and Channeling Machine Operators,50,40930,41490,32410,45190
10,4,Hudson Valley Region,43-3061,Procurement Clerks,330,46780,47510,32370,53990
1,36,New York State,47-2171,Reinforcing Iron and Rebar Workers,780,92560,99070,49840,113920
10,10,Western New York Region,13-1141,"Compensation, Benefits, and Job Analysis Specialists",380,63570,58080,41660,74520
10,5,Long Island Region,29-1022,Oral and Maxillofacial Surgeons,,270350,,,
10,10,Western New York Region,25-1072," Nursing Instructors and Teachers, Postsecondary",280,76480,78480,45780,91840
10,2,Central New York Region,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",140,60910,58850,35620,73550
10,5,Long Island Region,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",,102260,98860,75220,115780
10,6,Mohawk Valley Region,47-2221,Structural Iron and Steel Workers,,63870,59800,57130,67230
10,7,New York City Region,19-3099," Social Scientists and Related Workers, All Other",1590,86010,84330,54020,102010
10,8,North Country Region,39-1021,First-Line Supervisors of Personal Service Workers,360,45220,43760,32140,51770
10,10,Western New York Region,51-4199,"Metal Workers and Plastic Workers, All Other",70,34580,25660,23250,40240
10,1,Capital Region,31-2021,Physical Therapist Assistants,290,50030,48170,40560,54760
10,6,Mohawk Valley Region,33-9091,Crossing Guards,60,21900,21632,21632,22460
10,8,North Country Region,53-7061,Cleaners of Vehicles and Equipment,400,24040,22910,21632,25390
10,8,North Country Region,11-9051,Food Service Managers,120,62850,59890,40720,73910
10,4,Hudson Valley Region,51-6093,Upholsterers,,36570,36760,28320,40690
10,10,Western New York Region,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",80,66580,61480,40600,79570
10,4,Hudson Valley Region,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",2560,40940,35180,22910,49960
10,4,Hudson Valley Region,17-3022,Civil Engineering Technicians,,66010,63100,52880,72570
10,7,New York City Region,27-3021,Broadcast News Analysts,940,98540,66150,30510,132550
1,36,New York State,11-9039," Education Administrators, All Other",1580,104480,96350,54540,129450
10,10,Western New York Region,43-3099," Financial Clerks, All Other",160,52180,50220,30700,62930
10,9,Southern Tier Region,39-7010,Tour and Travel Guides,,23890,23270,22870,24400
1,36,New York State,29-2056,Veterinary Technologists and Technicians,4660,43500,41790,31830,49340
10,9,Southern Tier Region,47-2211,Sheet Metal Workers,,50760,54050,33570,59360
10,1,Capital Region,25-1067," Sociology Teachers, Postsecondary",110,81660,74460,45130,99920
10,4,Hudson Valley Region,13-1141,"Compensation, Benefits, and Job Analysis Specialists",460,77650,75620,58220,87360
10,3,Finger Lakes Region,51-3022," Meat, Poultry, and Fish Cutters and Trimmers",90,37390,37930,25190,43490
10,4,Hudson Valley Region,19-3022,Survey Researchers,150,71470,73600,45870,84270
10,6,Mohawk Valley Region,51-9011,Chemical Equipment Operators and Tenders,,39420,38490,28700,44780
10,9,Southern Tier Region,21-1023,Mental Health and Substance Abuse Social Workers,410,54530,54570,37360,63120
10,8,North Country Region,39-4021,Funeral Attendants,50,25070,24200,21632,26920
10,7,New York City Region,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",13490,26210,24960,24960,28500
1,36,New York State,35-2019," Cooks, All Other",800,32270,30600,26670,35070
10,10,Western New York Region,43-4171,Receptionists and Information Clerks,6790,31180,29790,23400,35080
1,36,New York State,33-2021,Fire Inspectors and Investigators,520,65160,63060,43900,75790
10,7,New York City Region,11-3051,Industrial Production Managers,940,156950,142980,84690,193080
10,7,New York City Region,21-1021," Child, Family, and School Social Workers",13700,57920,53900,37410,68170
10,6,Mohawk Valley Region,51-9198,Helpers--Production Workers,330,26630,24970,21790,29050
10,3,Finger Lakes Region,41-9011,Demonstrators and Product Promoters,130,28400,23190,21632,31900
10,6,Mohawk Valley Region,53-6021,Parking Lot Attendants,,25360,23960,22230,26920
10,1,Capital Region,43-4151,Order Clerks,380,30170,25430,22620,33940
10,2,Central New York Region,53-3032,Heavy and Tractor-Trailer Truck Drivers,4730,46860,44570,32940,53820
10,10,Western New York Region,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",620,36920,31480,26200,42280
10,8,North Country Region,19-3099," Social Scientists and Related Workers, All Other",40,72350,69290,56090,80480
10,7,New York City Region,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",,45450,45420,32550,51890
10,5,Long Island Region,51-2041,Structural Metal Fabricators and Fitters,360,53860,57420,29670,65960
10,1,Capital Region,51-6011,Laundry and Dry-Cleaning Workers,560,26430,24840,22600,28350
10,8,North Country Region,29-1125,Recreational Therapists,20,53310,54780,36480,61730
10,8,North Country Region,11-9041,Architectural and Engineering Managers,20,156220,145430,121150,173760
1,36,New York State,27-3042,Technical Writers,2390,79030,74130,48310,94390
10,7,New York City Region,51-6031,Sewing Machine Operators,8170,28420,24960,24960,32290
10,3,Finger Lakes Region,27-2022,Coaches and Scouts,780,43910,40210,27270,52230
10,7,New York City Region,43-5061," Production, Planning, and Expediting Clerks",15980,53910,53190,35950,62890
10,6,Mohawk Valley Region,21-1023,Mental Health and Substance Abuse Social Workers,300,64770,63290,42960,75670
10,8,North Country Region,41-3099," Sales Representatives, Services, All Other",410,58580,47490,32530,71600
10,7,New York City Region,43-9081,Proofreaders and Copy Markers,1030,48140,48390,32380,56020
10,6,Mohawk Valley Region,49-2098,Security and Fire Alarm Systems Installers,100,40580,38950,30820,45450
10,3,Finger Lakes Region,25-4013,Museum Technicians and Conservators,,47350,46010,35920,53070
1,36,New York State,13-1031," Claims Adjusters, Examiners, and Investigators",19780,71490,69640,46990,83740
10,1,Capital Region,39-4031," Morticians, Undertakers, and Funeral Directors",,67630,73600,47620,77640
10,1,Capital Region,15-1122,Information Security Analysts,270,89080,83900,61130,103060
10,6,Mohawk Valley Region,23-0000,Legal Occupations,740,119020,116610,57600,149740
10,3,Finger Lakes Region,25-9041,Teacher Assistants,8170,27060,24850,21632,29830
10,9,Southern Tier Region,37-3011,Landscaping and Groundskeeping Workers,1480,29470,25540,21850,33280
10,4,Hudson Valley Region,43-1011,First-Line Supervisors of Office and Administrative Support Workers,10160,69340,65010,44500,81760
10,5,Long Island Region,43-4031," Court, Municipal, and License Clerks",910,64460,56320,41090,76150
10,1,Capital Region,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",270,38360,36680,29100,42980
10,4,Hudson Valley Region,43-4031," Court, Municipal, and License Clerks",920,56230,53440,37200,65750
10,10,Western New York Region,29-2010,Clinical Laboratory Technologists and Technicians,1110,56580,57320,38340,65700
10,10,Western New York Region,29-2081," Opticians, Dispensing",420,52180,51850,38120,59210
10,4,Hudson Valley Region,27-1014,Multimedia Artists and Animators,,54560,55690,36100,63790
10,8,North Country Region,41-3031,"Securities, Commodities, and Financial Services Sales Agents",120,65530,58120,41690,77450
10,2,Central New York Region,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",,57540,51540,39620,66500
10,5,Long Island Region,43-9021,Data Entry Keyers,2520,36130,34090,25160,41620
10,1,Capital Region,33-3011,Bailiffs,220,57380,57130,33370,69390
10,10,Western New York Region,27-3091,Interpreters and Translators,,40640,31900,28750,46580
10,3,Finger Lakes Region,25-1022," Mathematical Science Teachers, Postsecondary",360,104620,76240,47560,133150
10,2,Central New York Region,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",180,51750,50980,35230,60010
10,5,Long Island Region,17-0000,Architecture and Engineering Occupations,14000,91620,84280,54630,110110
10,2,Central New York Region,51-4052," Pourers and Casters, Metal",60,44390,46170,34400,49390
10,4,Hudson Valley Region,39-3031," Ushers, Lobby Attendants, and Ticket Takers",1410,24750,23650,22110,26080
10,3,Finger Lakes Region,13-1111,Management Analysts,1600,89800,80710,56560,106420
1,36,New York State,13-1199," Business Operations Specialists, All Other",26090,83930,77260,49670,101060
10,2,Central New York Region,29-1171,Nurse Practitioners,610,104410,102050,80880,116170
10,5,Long Island Region,11-9021,Construction Managers,1300,135560,129100,77480,164600
10,3,Finger Lakes Region,17-3012,Electrical and Electronics Drafters,210,64200,61840,44030,74290
10,10,Western New York Region,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,80200,44340,31810,104400
10,6,Mohawk Valley Region,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",340,36280,35000,23500,42660
10,5,Long Island Region,43-5081,Stock Clerks and Order Fillers,20280,28630,24530,22880,32080
1,36,New York State,53-6011,Bridge and Lock Tenders,340,44500,44300,30120,51690
1,36,New York State,19-1013,Soil and Plant Scientists,,66970,61190,40340,80290
10,6,Mohawk Valley Region,29-1127,Speech-Language Pathologists,250,68240,64440,48560,78080
10,6,Mohawk Valley Region,15-1152,Computer Network Support Specialists,150,63890,56790,36630,77520
10,4,Hudson Valley Region,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",,63980,63210,47620,72160
1,36,New York State,13-2011,Accountants and Auditors,108130,97400,83780,55190,118510
10,10,Western New York Region,33-1012,First-Line Supervisors of Police and Detectives,640,92480,89770,71010,103210
10,8,North Country Region,43-5021,Couriers and Messengers,80,30600,31490,22880,34460
10,3,Finger Lakes Region,25-1065," Political Science Teachers, Postsecondary",140,137600,116120,58330,177230
10,4,Hudson Valley Region,49-9041,Industrial Machinery Mechanics,1270,68500,63030,43020,81240
10,2,Central New York Region,29-9091,Athletic Trainers,100,47370,45390,28610,56750
1,36,New York State,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1740,42400,39020,27160,50020
10,1,Capital Region,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",420,48410,48280,38580,53320
10,2,Central New York Region,43-6011,Executive Secretaries and Executive Administrative Assistants,1660,56960,56710,38640,66110
10,4,Hudson Valley Region,15-1151,Computer User Support Specialists,2800,58910,53510,40840,67940
1,36,New York State,39-1010,First-Line Supervisors of Gaming Workers,590,51730,50310,36420,59380
10,2,Central New York Region,43-3021,Billing and Posting Clerks,1330,42920,37830,29720,49510
10,4,Hudson Valley Region,13-1111,Management Analysts,3010,113830,92810,50220,145630
10,4,Hudson Valley Region,47-0000,Construction and Extraction Occupations,43490,69290,62990,37140,85360
10,4,Hudson Valley Region,11-9039," Education Administrators, All Other",270,110170,106690,63210,133660
10,3,Finger Lakes Region,35-9099,"Food Preparation and Serving Related Workers, All Other",,21632,21632,21632,21632
10,1,Capital Region,13-1071,Human Resources Specialists,2230,67400,64770,44420,78890
10,3,Finger Lakes Region,15-1151,Computer User Support Specialists,4060,49240,46260,33070,57320
10,5,Long Island Region,51-4199,"Metal Workers and Plastic Workers, All Other",,30460,24520,22880,34910
10,8,North Country Region,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,90,35850,34110,28180,39680
10,8,North Country Region,43-4081," Hotel, Motel, and Resort Desk Clerks",340,27430,24300,22070,30120
10,5,Long Island Region,27-3031,Public Relations Specialists,1210,69600,66300,41600,83600
10,7,New York City Region,21-2011,Clergy,3330,57170,39580,27440,72030
10,6,Mohawk Valley Region,25-2054," Special Education Teachers, Secondary School",360,62990,61570,47320,70820
10,9,Southern Tier Region,21-1021," Child, Family, and School Social Workers",670,45310,42570,32260,51840
10,10,Western New York Region,17-2199," Engineers, All Other",210,89050,86890,56800,105180
1,36,New York State,19-4041,Geological and Petroleum Technicians,,62710,56270,38360,74890
10,4,Hudson Valley Region,51-9199," Production Workers, All Other",260,34960,31140,21632,41730
10,3,Finger Lakes Region,43-5032," Dispatchers, Except Police, Fire, and Ambulance",570,44100,42590,28920,51690
